disease,text,risk_level
malignant hypertension,The combination of shortness of breath and vomiting is making me feel hopeless.,Emergency
otitis externa (swimmer's ear),I can hear a constant ringing in my ear; it’s like torture!,Medium
lung cancer,I’m terrified of what this persistent cough might mean for me.,Emergency
open wound from surgical incision,The flatulence I've been experiencing adds to my discomfort after surgery.,Low
scar,I’m concerned my scar is reacting negatively with swelling; it feels swollen.,Low
gastritis,It's alarming to keep vomiting and feel such burning abdominal pain.,Emergency
asperger syndrome,"My heart races with anger I can’t control, and it scares me.",Emergency
pemphigus,The lesions on my hands make it hard to find gloves that fit.,Low
sebaceous cyst,"The skin growth on my hand has started to itch, and I’m not sure what to do about it.",Medium
pityriasis rosea,I have this weird skin rash that just won’t go away.,Low
kidney disease due to longstanding hypertension,It’s scary how quickly I get short of breath during mild activities.,High
oral leukoplakia,I have this persistent swelling in my mouth that makes speaking difficult.,Low
chronic constipation,"The retention of urine is so uncomfortable, especially when my constipation flares up.",Medium
granuloma inguinale,I’ve been dealing with a painful lump in my groin for weeks now.,High
kidney disease due to longstanding hypertension,I'm experiencing severe fatigue and my urine looks foamy and discolored. I really need help.,High
open wound of the abdomen,The irregular belly button and open wound combo is really bothering me lately.,Low
panic disorder,It's hard to focus on anything when my heart is racing and I'm shaking.,Emergency
poisoning due to ethylene glycol,I thought antifreeze was just a chemical; now I'm battling severe depressive thoughts What should I do?,High
acute kidney injury,"This kidney mass was found, but why am I also so dizzy and in pain?",Emergency
hypertensive heart disease,"The chest pain radiates to my arm, and I’m terrified it’s something serious.",Emergency
anemia due to malignancy,"Every time I try to climb stairs, I get so short of breath.",High
pulmonic valve disease,The anxiety from my breathing troubles makes everything harder.,High
hematoma,I didn’t expect to see such noticeable skin swelling.,Low
subdural hemorrhage,Why do I have these strange depressive thoughts out of nowhere?,Low
atrophy of the corpus cavernosum,I can't shake the feeling that something is wrong with my skin.,Low
lymphedema,"I’ve noticed my toes swelling up, which is alarming and uncomfortable.",Medium
obstructive sleep apnea (osa),My partner says I stop breathing and make awful noises; I can't ignore this anymore.,Emergency
avascular necrosis,I wish the hip pain would just go away; it’s affecting my mood.,Low
envenomation from spider or animal bite,The swelling around my ankle is really bothersome after that mysterious bite.,Medium
kidney disease due to longstanding hypertension,"I need help, i can't believe how dizzy I feel; is this really from my kidneys?",High
dislocation of the elbow,It's tough dealing with the constant elbow pain; I can’t even lift my grocery bags.,Low
male genitalia infection,"I keep feeling discomfort in my testicles, and it’s really bothering me.",Low
bladder disorder,Every doctor visit seems to lead to more questions than answers.,Medium
pancreatic cancer,The swelling in my arms makes it difficult to wear my favorite clothes.,Low
fracture of the facial bones,It’s tough to deal with double vision and facial pain at the same time.,Medium
flu,"The chills are making it impossible to get comfortable, no matter how many blankets I use.",Medium
pilonidal cyst,"The pain around my anus is unbearable, and I can't focus on anything else.",Medium
lipoma,The persistent swelling near my collarbone has made me feel self-conscious lately.,Medium
pneumoconiosis,"My chronic cough is getting worse, and I'm always short of breath now; it's really concerning.",High
fibromyalgia,I'm worried that the neck pain is more than just fibromyalgia; it feels urgent.,Emergency
threatened pregnancy,I've experienced intermenstrual bleeding that has me concerned about my pregnancy’s viability.,Medium
atrophic skin condition,The skin swelling around my eyes makes me look much older than I am.,Medium
post-traumatic stress disorder (ptsd),The hallucinations make me doubt my own sanity; it’s terrifying.,Medium
arrhythmia,"The feeling of faintness hit me hard, and I worried something was very wrong.",Emergency
congenital heart defect,It's painful to watch my child struggle with hand stiffness while doctors downplay our worries Is this serious?,High
diabetic peripheral neuropathy,"My feet often feel numb, and it's scary not knowing why.",Medium
conversion disorder,I’m terrified every time I've a seizure that no one believes I’m really suffering.,High
dislocation of the foot,The dull ache in my foot is really bothering me today.,Low
open wound of the foot,There’s a small mass on my foot that I can’t seem to ignore.,Low
amblyopia,My vision issues are getting in the way of enjoying my hobbies.,Low
syringomyelia,"I need help, i feel trapped in my own body with this constant back pain.",High
syringomyelia,"Please help, these relentless headaches make concentration nearly impossible.",High
tuberculosis,Is it normal to feel so breathless for no reason?,High
valley fever,"This fever is relentless, making it impossible to enjoy life like I used to Is this serious?",High
coagulation (bleeding) disorder,"Lately, I’ve noticed more melena than usual, and it’s concerning me.",Low
degenerative disc disease,"Every day, I wake up with unbearable neck pain that lingers all day.",Medium
injury to the trunk,I’m worried that my bones feel unusually painful after the incident.,Emergency
envenomation from spider or animal bite,I’m experiencing paresthesia in my fingers since I got bitten by that spider.,Medium
intestinal disease,The fainting spells when I have sharp abdominal pain make me think it’s serious.,Emergency
hypothermia,"When my fingers turned numb, I felt an eerie sadness wash over me.",High
atonic bladder,I don't understand why the pain won't just go away.,Low
lateral epicondylitis (tennis elbow),This constant arm pain is really affecting my work performance and mood.,Medium
adhesive capsulitis of the shoulder,"Shoulder stiffness is interfering with my workouts, and I feel like I'm losing progress.",Low
atrophic skin condition,The lip swelling makes it difficult to eat without discomfort; it’s so annoying!,Medium
carbon monoxide poisoning,"I thought I was just stressed, but this headache won’t go away.",Low
thyroid disease,"I noticed this neck mass, and it seems to get bigger each day.",Low
bell palsy,The symptoms of my eye feel like a constant reminder of how things used to be.,Medium
ovarian torsion,I’ve never felt such intense pelvic pain before; it’s alarming.,Low
viral warts,I never expected to deal with skin growths like these viral warts.,Medium
iridocyclitis,"My vision seems cloudy, and I'm really worried about what that means.",Medium
esophageal varices,Sometimes the dizziness makes it hard to keep up with my daily tasks.,Low
bursitis,I can’t ignore the tightness in my shoulders any longer; it just hurts.,Medium
paroxysmal ventricular tachycardia,I experienced intense dizziness and almost fainted while walking to my car.,Emergency
adrenal adenoma,"Please help, the anxiety I feel is crippling, making it hard to focus on anything.",High
fracture of the vertebra,I didn’t expect hand stiffness to be part of my recovery from a vertebra fracture.,Medium
onychomycosis,My feet are constantly dry and peeling; it’s so uncomfortable.,Medium
poisoning due to opioids,"I’ve been feeling really dizzy after taking my pain meds, and it's worrying me.",Low
hyperlipidemia,"I am experiencing shortness of breath, and my cholesterol levels are extremely elevated.",High
metabolic disorder,"The jaundice is annoying, and I just want to feel normal again.",Low
urethral stricture,"Sometimes, I feel multiple symptoms at once, and it’s overwhelming to cope with them.",Medium
poisoning due to antipsychotics,I can't shake off the delusions; it's terrifying and exhausting.,High
panic attack,I thought I was suffocating when the shortness of breath hit me out of nowhere.,Emergency
