disease,text,risk_level
diverticulitis,I’m frustrated because the sharp pain interferes with daily activities.,Medium
turner syndrome,"My emotions seem to spiral sometimes, leaving me feeling lost.",Medium
congenital heart defect,I have been getting increasingly short of breath during activities that never bothered me before.,High
insect bite,"My hand is swollen from a bite, and it's making it hard to grip anything.",Low
head and neck cancer,"There's a constant discomfort in my throat, and I fear it might be serious.",High
insect bite,"I've been dealing with this skin swelling from a bug bite for days, and I’m over it.",Low
carbon monoxide poisoning,"My friends think I'm overreacting, but this nausea feels very real.",Emergency
hypothermia,"When my fingers turned numb, I felt an eerie sadness wash over me.",High
burn,"I keep icing my wrist, but the pain from the burn is still bothering me.",Low
aspergillosis,I can feel something is wrong in my lungs; the pain and breathlessness are getting worse. I really need help.,High
hypertensive heart disease,I can’t believe how weak I feel; it's like my heart is giving up on me.,Emergency
metabolic disorder,The arm stiffness is becoming an uncomfortable daily challenge for me.,Medium
acute respiratory distress syndrome (ards),I feel a sense of dread with every breath I struggle to take.,Emergency
intracranial hemorrhage,"I’ve been having seizures, and it all started with a terrible headache.",Emergency
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I'm having these scary symptoms.",High
sciatica,"I've noticed my legs feel numb, and I don’t know how to fix it.",Medium
poisoning due to opioids,I've been struggling with feelings of anxiety that I never had before the medication.,Emergency
common cold,This flu-like syndrome is exhausting; I just want to feel like myself again.,Low
insect bite,There's this annoying skin rash all over my leg from that insect bite last week.,Low
stroke,"I started feeling dizzy, and then I couldn’t balance on my feet.",Emergency
common cold,Why do I feel like my head is in a fog with this cold?,Low
tuberculosis,"I've had a persistent cough for weeks, and now I'm coughing up blood. I really need help.",Medium
insect bite,My hand has started swelling since that insect bite; I didn’t expect this reaction.,Low
subconjunctival hemorrhage,Why does my head feel achy along with this bleeding in my eye?,Emergency
burn,"I keep icing my wrist, but the pain from the burn is still bothering me.",Low
poisoning due to ethylene glycol,The headache is severe and I feel extremely drowsy after the accidental ingestion. I really need help.,Emergency
congenital malformation syndrome,"The muscle weakness is progressing, and daily activities are becoming harder; it's really concerning.",Medium
common cold,I didn’t expect nausea along with a cold; it’s really throwing me off.,Low
ileus,"After eating, the sharp pain makes me question my every meal choice.",Medium
prostate cancer,I wish someone had warned me about the side effects before treatment.,High
anxiety,I can’t breathe properly; the shortness of breath is terrifying me.,Medium
tooth disorder,The peripheral edema around my mouth is making it hard to talk.,Medium
hashimoto thyroiditis,Why do my legs twitch at the most inconvenient times? It’s so embarrassing!,Medium
poisoning due to ethylene glycol,The headache is severe and I feel extremely drowsy after the accidental ingestion.,Emergency
insect bite,This itching from an insect bite is keeping me up at night; I need relief!,Low
acute bronchiolitis,"It hurts my baby to breathe, and I feel so helpless.",Medium
congenital malformation syndrome,"Multiple health issues keep arising, and it's exhausting trying to manage them all; it's really concerning.",Medium
acute sinusitis,This constant sinus congestion is making me irritable and tired all the time.,Medium
poisoning due to sedatives,I never felt this way before; the sleepiness is overwhelming.,Emergency
insect bite,I noticed some abnormal appearing skin after being bitten; I hope it goes away soon.,Low
induced abortion,"My friends told me it would be simple, but the cramps afterward were awful.",Medium
bladder cancer,It’s unsettling when my doctor says I might have a bladder mass.,High
common cold,I didn’t expect nausea along with a cold; it’s really throwing me off.,Low
poisoning due to anticonvulsants,"After taking my meds, I struggle with basic movement; it’s concerning.",Emergency
insect bite,Why is this skin rash getting worse instead of better after the bite?,Low
sensorineural hearing loss,"My ear pain seems to be getting worse, making it hard to focus.",Medium
protein deficiency,"I keep feeling weak, and I'm starting to connect the dots to protein deficiency.",Medium
burn,"I keep icing my wrist, but the pain from the burn is still bothering me.",Low
congenital heart defect,"The arm swelling is getting worse, and I feel like no one is taking our concerns seriously.",High
intestinal malabsorption,My friends are concerned about my frequent bouts of diarrhea after eating out.,Medium
heat stroke,I’ve been feeling unusually dizzy after spending time in the sun lately.,Emergency
intracerebral hemorrhage,Weakness on my left side came on so suddenly; I need to be seen.,Emergency
huntington disease,"My anxiety has turned into a constant companion, and I’m tired of it.",High
acne,My face has been such a mess with these painful pimples and swelling.,Low
insect bite,"My hand is swollen from a bite, and it's making it hard to grip anything.",Low
brain cancer,"I can’t express my thoughts properly anymore, and it’s incredibly frustrating.",High
gonorrhea,I didn’t expect to have problems with movement because of this infection.,Medium
cardiac arrest,I was sweating and couldn't catch my breath—it was terrifying.,Emergency
stroke,I experienced unusual jerking movements in my legs that were terrifying.,Emergency
injury to the face,The bleeding from my ear won’t stop since my fall.,Medium
insect bite,The swelling in my finger from an insect bite makes it hard to type at work.,Low
hypertrophic obstructive cardiomyopathy (hocm),"I feel isolated by my emotional symptoms, as no one truly understands HOCM.",High
heart contusion,Why does my heart contusion make me feel so low?,High
insulin overdose,"I thought insulin was just about blood sugar, but it affects my mood too.",Emergency
thyroid cancer,It’s frustrating to deal with this lump that doesn’t seem to go down.,High
insect bite,"I got bitten by something, and now my leg is swollen and painful.",Low
drug abuse (methamphetamine),"I can't breathe properly, and this anxiety is unbearable since I started using meth.",Medium
poisoning due to antipsychotics,"Lately, i can't control my movements properly, and my temperature is rising dangerously.",Emergency
impetigo,The itching around the impetigo sores keeps me up all night; it's unbearable.,Medium
open wound of the nose,Facial pain keeps reminding me that my nose is still not healed.,Medium
abscess of the lung,"The chest pain is unbearable when I cough, and I've lost my appetite completely. I really need help.",High
asperger syndrome,I’m scared that my depression will never lift and I’ll feel this way forever.,Medium
acne,"Every month, my long menstrual periods come with new skin rashes.",Low
pituitary adenoma,Why does my vision feel blurry at times? It's really concerning.,Medium
thrombophlebitis,"The ache all over my body is exhausting, but my leg pain is the worst.",Medium
adrenal adenoma,"I feel jittery and my heart pounds even when I'm resting, something feels very wrong; it's really concerning.",Medium
seasonal allergies (hay fever),"Just when I think I’m better, another wave of sneezing hits me.",Low
acne,The peeling skin around my acne makes me feel so self-conscious.,Low
intracerebral hemorrhage,I noticed a strange blurred vision that makes it hard to see.,Emergency
congenital heart defect,"My lips and fingernails turn bluish when I exert myself, and I feel faint. I really need help.",High
